"id","pmid","nam","des","syn","mol","form","iup","smi","pdb","kegg","hmdb","mp","ws","db","rec","ref"
"20620","NA","Prostaglandin J2","Prostaglandin J2 (PGJ2) is an endogenous product of inflammation in humans. It induces neuronal death and the accumulation of ubiquitinated proteins into distinct aggregates. It may play a role in neurodegenerative disorders inducing a chain of events that culminates in neuronal cell death. An alter","9-Deoxy-delta-9-PGD2ChEBI9-Deoxy-delta-9-prostaglandin D2ChEBIPGJ2ChEBI9-Deoxy-δ-9-PGD2Generator9-Deoxy-δ-9-prostaglandin D2Generator11-oxo-15S-Hydroxy-5Z;8Z;13E-prostatrienoate; 11-oxo-15S-Hydroxy-5Z","334.4498","NA","(5Z)-7-[(1S;5R)-5-[(1E;3S)-3-hydroxyoct-1-en-1-yl]-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid","CCCCC[C@H](O)C=C[C@@H]1[C@@H](CC=C/CCCC(O)=O)C=CC1=O","NA","C05957","HMDB0002710","NA","NA","NA","NA","HMDB"
"20621","NA","Brassinolide","Brassinolide belongs to the class of organic compounds known as brassinolides and derivatives. These are cholestane based steroid lactones containing benzo[c]indeno[5,4-e]oxepin-3-one. Thus, brassinolide is considered to be a sterol.","24-Epibrassinolide; 2,3,22,23-Tetrahydroxy-24-methyl-b-homo-7-oxacholestan-6-one; 2alpha,3alpha,22alpha,23alpha-Tetrahydroxy-24alpha-methyl-b-homo-7-oxa-5alpha-cholestan-6-one; Brassinolide","480.6771","C28H48O6","(1S,2R,4R,5S,7S,11S,12S,15R,16S)-15-[(2S,3R,4R,5R)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-4,5-dihydroxy-2,16-dimethyl-9-oxatetracyclo[9.7.0.0²,⁷.0¹²,¹⁶]octadecan-8-one","[H][C@@]12CC[C@H]([C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])COC(=O)[C@@]2([H])C[C@H](O)[C@H](O)C[C@]12C","NA","C11049","HMDB0034081","274","0.034 g/L","NA","NA","HMDB"
"20622","53477888","CE(24:1(15Z))","Cholesteryl nervonic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all ","24:1 Cholesterol ester;Cholest-5-en-3beta-yl (15Z-tetracosenoate;Cholest-5-en-3beta-yl (15Z-tetracosenoate);Cholest-5-en-3beta-yl (15Z-tetracosenoic acid;Cholesteryl nervonic acid;Cholesterol 1-nervon","735.2591","C51H90O2","(1S;2R;5S;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (15Z)-tetracos-15-enoate","CCCCCCCCC=C/CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@]23[H])C1","NA","C02530","HMDB0006728","NA","NA","NA","NA","HMDB"
"20623","16061341","CE(22:4(7Z;10Z;13Z;16Z))","Cholesteryl docosatetraenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes","22:4 Cholesterol ester;Cholest-5-en-3beta-yl (7Z;10Z;13Z;16Z-docosatetraenoate;Cholest-5-en-3beta-yl (7Z;10Z;13Z;16Z-docosatetraenoic acid;Cholesteryl docosatetraenoate;Cholesteryl docosatetraenoic ac","701.177","C49H80O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (7Z;10Z;13Z;16Z)-docosa-7;10;13;16-tetraenoate","CCCCCC=C/CC=C/CC=C/CC=C/CCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006729","NA","NA","NA","NA","HMDB"
"20624","53477889","CE(20:5(5Z;8Z;11Z;14Z;17Z))","Cholesteryl eicosapentaenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. ","(3b)-Cholest-5-en-3-ol  (5Z;8Z;11Z;14Z;17Z)-5;8;11;14;17-eicosapentaenoate;(3b)-Cholest-5-en-3-ol  (5Z;8Z;11Z;14Z;17Z)-5;8;11;14;17-eicosapentaenoic acid;(3b)-Cholest-5-en-3-ol (all-Z)-5;8;11;14;17-ei","671.0893","C47H74O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (5Z;8Z;11Z;14Z;17Z)-icosa-5;8;11;14;17-pentaenoate","CCC=C/CC=C/CC=C/CC=C/CC=C/CCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006731","NA","NA","NA","NA","HMDB"
"20625","53477890","CE(22:6(4Z;7Z;10Z;13Z;16Z;19Z))","Cholesteryl docosahexaenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes ","22:6 Cholesterol ester;Cholest-5-en-3beta-yl (4Z;7Z;10Z;13Z;16Z;19Z-docosahexaenoate;Cholest-5-en-3beta-yl (4Z;7Z;10Z;13Z;16Z;19Z-docosahexaenoate);Cholest-5-en-3beta-yl (4Z;7Z;10Z;13Z;16Z;19Z-docosah","697.1265","C49H76O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (4Z;7Z;10Z;13Z;16Z;19Z)-docosa-4;7;10;13;16;19-hexaenoate","CCC=C/CC=C/CC=C/CC=C/CC=C/CC=C/CCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006733","NA","NA","NA","NA","HMDB"
"20626","53477895","CE(20:2(6Z;9Z))","Cholesteryl eicosadienoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of","LacCer(D18:1/16:0);N-(Hexadecanoyl)-1-b-lactosyl-sphing-4-enine;1-O-(4-O-b-D-Galactopyranosyl-b-D-glucopyranosyl)-ceramide;1-O-(4-O-beta-D-Galactopyranosyl-beta-glucopyranosyl)ceramide;1-O-(4-O-beta-d","677.1369","C47H80O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (11Z;14Z)-icosa-11;14-dienoate","CCCCCC=C/CC=C/CCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C01290","HMDB0006734","NA","NA","NA","NA","HMDB"
"20627","53477892","CE(20:3(8Z;11Z;14Z))","Cholesteryl eicosatrienoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes o","20:3 Cholesterol ester;Cholest-5-en-3beta-yl (8Z;11Z;14Z-eicosatrienoate;Cholest-5-en-3beta-yl (8Z;11Z;14Z-eicosatrienoate);Cholest-5-en-3beta-yl (8Z;11Z;14Z-eicosatrienoic acid;Cholesteryl eicosatrie","675.121","C47H78O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (8Z;11Z;14Z)-icosa-8;11;14-trienoate","CCCCCC=C/CC=C/CC=C/CCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC([C@H](C)CCCC(C)C)[C@@]4(C)CCC23)C1","NA","C02530","HMDB0006736","NA","NA","NA","NA","HMDB"
"20628","53477893","CE(22:2(13Z;16Z))","Cholesteryl docosadienoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. ","22:2 Cholesterol ester;Cholest-5-en-3beta-yl (13Z;16Z-docosadienoate;Cholest-5-en-3beta-yl (13Z;16Z-docosadienoate);Cholest-5-en-3beta-yl (13Z;16Z-docosadienoic acid;Cholesteryl docosadienoate;Cholest","705.1901","C49H84O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (13Z;16Z)-docosa-13;16-dienoate","CCCCCC=C/CC=C/CCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006737","NA","NA","NA","NA","HMDB"
"20629","14274981","CE(19:0)","Cholesteryl nonadecanoic acid is a cholesteryl ester. Cholesteryl ester (CE) is the major transport and storage form of cholesterol in lipoprotein particles and most cell types. Molecular composition of CE species is of high interest for arteriosclerosis research; i.e.; as components of lipoprotein ","19:0 Cholesterol ester;19:0 Cholesteryl ester;CE 19:0;Cholest-5-en-3beta-yl nonadecanoate;Nonadecanoylcholesterol;Cholest-5-en-3b-yl nonadecanoate;Cholest-5-en-3b-yl nonadecanoic acid;Cholest-5-en-3be","667.1421","C46H82O2","(1S;2R;5S;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl nonadecanoate","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCCCCCCC)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006738","NA","NA","NA","NA","HMDB"
"20630","53477894","CE(20:0)","CE(20:0) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and for sto","1-Arachidonyl-cholesterol;20:0 Cholesterol ester;CE(20:0/0:0);Cholest-5-en-3b-yl eicosanoate;Cholest-5-en-3b-yl eicosanoic acid;Cholesterol 1-arachidonyl;Cholesterol 1-eicosanoate;Cholesterol 1-eicosa","681.1687","C47H84O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl icosanoate","CCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006740","85","NA","NA","NA","HMDB"
"20631","101770","5alpha-Cholest-8-en-3beta-ol","5alpha-Cholest-8-en-3beta-ol; also known as zymostenol; is a normal human metabolite and an intermediate of cholesterol synthesis. The concentrations of zymostenol are higher; both in the serum and bile of patients with cerebrotendinous xanthomatosis; compared to controls or in patients with cerebro","Cholestenol;Zymostenol;​5a-cholest-8-en-3b-ol;​5α-cholest-8-en-3β-ol;(3beta;5alpha)Cholestenol;3beta-Hydroxy-8(9)-cholestene;3beta-Hydroxycholest-8(9)-ene;5-alpha-Cholest-8-en-3-beta-ol;5alpha-Cholest","386.6535","C27H46O","(2S;5S;7S;11R;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-1(10)-en-5-ol","[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCCC(C)C","NA","C03845","HMDB0006841","NA","NA","NA","NA","HMDB"
"20632","5459827","5alpha-Cholesta-7;24-dien-3beta-ol","5alpha-Cholesta-7;24-dien-3beta-ol belongs to the class of organic compounds known as cholesterols and derivatives. Cholesterols and derivatives are compounds containing a 3-hydroxylated cholestane core. ","(3beta;5alpha)-Cholesta-7;24-dien-3-ol;Cholesta-7;24-dien-3-ol;(3b;5a)-Cholesta-7;24-dien-3-ol;(3β;5α)-Cholesta-7;24-dien-3-ol;5a-Cholesta-7;24-dien-3b-ol;5α-Cholesta-7;24-dien-3β-ol;5 alpha-Cholesta-","384.648","C27H44O","(1R;2S;5S;7S;11R;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylhept-5-en-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-9-en-5-ol","[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","NA","C05439","HMDB0006842","147","NA","NA","NA","HMDB"
"20633","5281327","Brassicasterol","Brassicasterol belongs to the class of organic compounds known as ergosterols and derivatives. These are steroids containing ergosta-5;7;22-trien-3beta-ol or a derivative thereof; which is based on the 3beta-hydroxylated ergostane skeleton. Thus; brassicasterol is considered to be a sterol lipid mol","(22E;24R)-24-Methylcholesta-5;22-dien-3beta-ol;(3beta;22E)-Ergosta-5;22-dien-3-ol;24(R)-Methylcholesta-5;22E-dien-3beta-ol;24-Methyl cholest-5;22-dien-3beta-ol;Brassicasterin;Ergosta-5;22(e)-dien-3bet","398.675","C28H46O","(1S;2R;5S;10S;11S;14R;15R)-14-[(2R;3E;5R)-5;6-dimethylhept-3-en-2-yl]-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-ol","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)C=C[C@H](C)C(C)C","NA","C08813","HMDB0011181","150","0.00023 mg/L at 25 °C ","NA","NA","HMDB"
"20634","68759","5beta-Cholestanone","5beta-Cholestanone; also known as coprostan-3-one; belongs to the class of organic compounds known as cholesterols and derivatives. Cholesterols and derivatives are compounds containing a 3-hydroxylated cholestane core. Thus; 5beta-cholestanone is considered to be a sterol. Based on a literature rev","Coprostan-3-one;5b-Cholestanone;5Β-cholestanone;5beta-Cholestan-3-one;Coprostan-3-one;5b-Cholestanone;5Β-cholestanone;5beta-Cholestan-3-one;5b-Cholestanone;5Β-cholestanone;5beta-Cholestan-3-one","386.6535","C27H46O","(1S;2S;7R;10R;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-5-one","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","NA","C03091","HMDB0011182","NA","NA","NA","NA","HMDB"
"20635","53481015","2-Methylerythritol","2-C-methyl-D-erythritol is a soluble carbohydrate that is found in certain higher plants. In particular; it can be found in the petals; leaves and stems of certain flowering plants","(2R;3S)-2-Methyl-1;2;3;4-butanetetrol;2-C-Methyl-D-erythritol;2-C-Methylerythritol;3-Methylerythritol;[S-(R;S)]-2-Methyl-1;2;3;4-butanetetrol;3-C-Methylerythritol;2-Methylerythritol;(2R;3S)-2-Methyl-1","136.1464","C5H12O4","(3S)-2-methylbutane-1;2;3;4-tetrol","CC(O)(CO)[C@@H](O)CO","NA","NA","HMDB0011659","NA","NA","NA","NA","HMDB"
"20636","24771808","2;3;4;5-Tetrahydro-2-pyridinecarboxylic acid","2;3;4;5-Tetrahydro-2-pyridinecarboxylic acid (CAS: 3038-89-9); also known as 2;3;4;5-tetrahydropiperidine-2-carboxylate and 1-piperideine-6-carboxylic acid; is a cyclic intermediate in lysine degradation. L-Lysine is an essential amino acid that is a necessary building block for all protein in the b","(S)-2;3;4;5-Tetrahydropyridine-2-carboxylic acid;delta1-Piperideine-6-L-carboxylate;Delta(1)-Piperideine-6-L-carboxylic acid;(S)-2;3;4;5-Tetrahydropyridine-2-carboxylate;delta1-Piperideine-6-L-carboxy","127.1412","C6H9NO2","(2S)-2;3;4;5-tetrahydropyridine-2-carboxylic acid","OC(=O)[C@@H]1CCCC=N1","NA","C00450","HMDB0012130","NA","NA","NA","NA","HMDB"
"20637","440077","(S)-5-Amino-3-oxohexanoate","(S)-5-Amino-3-oxohexanoate is an intermediate in lysine degradation. L-Lysine is an essential amino acid that is a necessary building block for all protein in the body and It plays a major role in calcium absorption; building muscle protein; recovering from surgery or sports injuries; and the body's","(S)-5-Amino-3-oxohexanoic acid;(S)-5-amino-3-oxo-Hexanoic acid;(S)-5-amino-3-oxo-Hexanoate;3-keto-5-Aminohexanoate;3-keto-5-Aminohexanoic acid;5-amino-3-Oxohexanoate;5-amino-3-Oxohexanoic acid;(S)-5-A","145.1564","C6H11NO3","(5S)-5-amino-3-oxohexanoic acid","C[C@H](N)CC(=O)CC(O)=O","NA","C03656","HMDB0012131","NA","NA","NA","NA","HMDB"
"20638","439954","2-Keto-6-aminocaproate","2-Keto-6-aminocaproate is an intermediate in lysine degradation and can be formed from L-lysine. L-Lysine is an essential amino-acid that is a necessary building block for all protein in the body. L-Lysine plays a major role in calcium absorption; building muscle protein; recovering from surgery or ","2-oxo-6-Aminocaproate;6-Amino-2-oxohexanoate;2-oxo-6-Aminocaproic acid;6-Amino-2-oxohexanoic acid;2-Keto-6-aminocaproic acid;2-keto-6-amino-Caproate;2-keto-6-amino-Caproic acid;2-oxo-6-Aminohexanoate;","145.1564","C6H11NO3","6-amino-2-oxohexanoic acid","NCCCCC(=O)C(O)=O","NA","C03239","HMDB0012151","NA","NA","NA","NA","HMDB"
"20639","22569148","2-Hydroxyestrone sulfate","2-Hydroxyestrone sulfate is a sulfate derivative of Estrone. Estrone (also oestrone) is an estrogenic hormone secreted by the ovary. Its molecular formula is C18H22O2. estrone has a melting point of 254.5 degrees Celsius. estrone is one of the three estrogens; which also include estriol and estradio","2-Hydroxyestrone sulfuric acid;2-Hydroxyestrone sulphate;2-Hydroxyestrone sulphuric acid;1;3;5(10)-Triene-2;3-diol-17-one 3-sulfate;1;3;5(10)-Triene-2;3-diol-17-one 3-sulphate;2;3-Dihydroxyestra-1;3;5","366.43","C18H22O6S","{4-hydroxy-15-methyl-14-oxotetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadeca-2(7);3;5-trien-5-yl}oxidanesulfonic acid","CC12CCC3C(CCC4=C3C=C(O)C(OS(O)(=O)=O)=C4)C1CCC2=O","NA","NA","HMDB0012622","NA","NA","NA","NA","HMDB"
"20640","53481501","2-Hydroxyestrone-1-S-glutathione","2-Hydroxyestrone-1-S-glutathione is a glutathione conjugate derivative of Estrone. Estrone (also oestrone) is an estrogenic hormone secreted by the ovary. Its molecular formula is C18H22O2. estrone has a melting point of 254.5 degrees Celsius. estrone is one of the three estrogens; which also includ","2;3-Dihydroxy-1;3;5[10]-estratriene-17-one-1-S-glutathione;(2R)-2-Amino-4-{[(1S)-1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[(15S)-4;5-dihydroxy-15-methyl-14-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptade","591.673","C28H37N3O9S","(2R)-2-amino-4-{[(1S)-1-[(carboxymethyl)carbamoyl]-2-{[(15S)-4;5-dihydroxy-15-methyl-14-oxotetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadeca-2(7);3;5-trien-3-yl]sulfanyl}ethyl]carbamoyl}butanoic acid","C[C@]12CCC3C(CCC4=C3C(SC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)=C(O)C(O)=C4)C1CCC2=O","NA","NA","HMDB0012623","NA","NA","NA","NA","HMDB"
"20641","53481502","2-Hydroxyestrone-4-S-glutathione","2-Hydroxyestrone-4-S-glutathione is a glutathione conjugate derivative of Estrone. Estrone (also oestrone) is an estrogenic hormone secreted by the ovary. Its molecular formula is C18H22O2. estrone has a melting point of 254.5 degrees Celsius. estrone is one of the three estrogens; which also includ","2;3-Dihydroxy-1;3;5[10]-estratriene-17-one-4-S-glutathione;(2R)-2-Amino-4-{[(1S)-1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[(15S)-4;5-dihydroxy-15-methyl-14-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptade","591.673","C28H37N3O9S","(2R)-2-amino-4-{[(1S)-1-[(carboxymethyl)carbamoyl]-2-{[(15S)-4;5-dihydroxy-15-methyl-14-oxotetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadeca-2(7);3;5-trien-6-yl]sulfanyl}ethyl]carbamoyl}butanoic acid","C[C@]12CCC3C(CCC4=C3C=C(O)C(O)=C4SC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)C1CCC2=O","NA","NA","HMDB0012624","NA","NA","NA","NA","HMDB"
"20642","12337017","4-Hydroxyestrone sulfate","4-Hydroxyestrone sulfate is a sulfate derivative of Estrone. Estrone (also oestrone) is an estrogenic hormone secreted by the ovary. Its molecular formula is C18H22O2. estrone has a melting point of 254.5 degrees Celsius. estrone is one of the three estrogens; which also include estriol and estradio","4-Hydroxyestrone sulfuric acid;4-Hydroxyestrone sulphate;4-Hydroxyestrone sulphuric acid;1;3;5(10)-Triene-3;4-diol-17-one 3-sulfate;1;3;5(10)-Triene-3;4-diol-17-one 3-sulphate;3;4-Dihydroxyestra-1;3;5","366.429","C18H22O6S","[(15R)-6-hydroxy-15-methyl-14-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadeca-2(7);3;5-trien-5-yl]oxidanesulfonic acid","C[C@@]12CCC3C(CCC4=C3C=CC(OS(O)(=O)=O)=C4O)C1CCC2=O","NA","NA","HMDB0012779","NA","NA","NA","NA","HMDB"
"20643","53481521","4-Hydroxyestrone-2-S-glutathione","4-Hydroxyestrone-2-S-glutathione is a glutathione conjugate derivative of Estrone. Estrone (also oestrone) is an estrogenic hormone secreted by the ovary. Its molecular formula is C18H22O2. estrone has a melting point of 254.5 degrees Celsius. estrone is one of the three estrogens; which also includ","3;4-Dihydroxy-1;3;5[10]-estratriene-17-one-2-S-glutathione;(2R)-2-Amino-4-{[(1S)-1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[(15S)-5;6-dihydroxy-15-methyl-14-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptade","591.673","C28H37N3O9S","(2R)-2-amino-4-{[(1S)-1-[(carboxymethyl)carbamoyl]-2-{[(15S)-5;6-dihydroxy-15-methyl-14-oxotetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadeca-2(7);3;5-trien-4-yl]sulfanyl}ethyl]carbamoyl}butanoic acid","C[C@]12CCC3C(CCC4=C3C=C(SC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)C(O)=C4O)C1CCC2=O","NA","NA","HMDB0012780","NA","NA","NA","NA","HMDB"
"20644","53481604","Somatostatin fragment 3-14","Somatostatin (also known as growth hormone-inhibiting hormone (GHIH) or somatotropin release-inhibiting factor (SRIF)) is a peptide hormone that regulates the endocrine system and affects neurotransmission and cell proliferation via interaction with G-protein-coupled somatostatin receptors and inhib","Cys-lys-asn-phe-phe-TRP-lys-THR-phe-THR-ser-cys;(5S;8R;11R;14R;20R;23R;26R;29R;32R;35R;38R)-38-Amino-20;35-bis(4-aminobutyl)-14;26;29-tribenzyl-7;10;13;16;19;22;25;28;31;34;37-undecahydroxy-32-[(C-hyd","1523.776","C72H98N16O17S2","(5S;8R;11R;14R;20R;23R;26R;29R;32R;35R;38R)-38-amino-20;35-bis(4-aminobutyl)-14;26;29-tribenzyl-32-(carbamoylmethyl)-17-(1-hydroxyethyl)-11-[(1S)-1-hydroxyethyl]-8-(hydroxymethyl)-23-[(1H-indol-3-yl)methyl]-7;10;13;16;19;22;25;28;31;34;37-undecaoxo-1;2-dithia-6;9;12;15;18;21;24;27;30;33;36-undecaazacyclononatriacontane-5-carboxylic acid","CC(O)C1NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](N)CSSCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC1=O)[C@H](C)O)C(O)=O","NA","NA","HMDB0013071","NA","NA","NA","NA","HMDB"
"20645","53481605","Somatostatin","Somatostatin belongs to the class of organic compounds known as polypeptides. These are peptides containing ten or more amino acid residues. In humans; somatostatin is involved in the pancreas function - delta cell pathway. Somatostatin is a primary metabolite. Primary metabolites are metabolically ","Growth hormone-inhibiting hormone (ghih);Somatotropin release-inhibiting factor (srif);Somatotropin release-inhibiting hormone;(5S;8R;14R;17R;20R;23R;26R;29R;32R;35R)-38-[(2-{[(2R)-2-amino-1-hydroxypr","1651.905","C77H106N18O19S2","(5S;8R;14R;17R;20R;23R;26R;29R;32R;35R)-20;35-bis(4-aminobutyl)-38-{2-[(2R)-2-aminopropanamido]acetamido}-14;26;29-tribenzyl-32-(carbamoylmethyl)-11-(1-hydroxyethyl)-17-[(1S)-1-hydroxyethyl]-8-(hydroxymethyl)-23-[(1H-indol-3-yl)methyl]-7;10;13;16;19;22;25;28;31;34;37-undecaoxo-1;2-dithia-6;9;12;15;18;21;24;27;30;33;36-undecaazacyclononatriacontane-5-carboxylic acid","C[C@H](O)[C@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)C(CSSCC[C@H](NC(=O)[C@@H](CO)NC(=O)C(NC(=O)[C@@H](CC2=CC=CC=C2)NC1=O)C(C)O)C(O)=O)NC(=O)CNC(=O)[C@@H](C)N","NA","NA","HMDB0013072","NA","NA","NA","P31391;  P35346;  P30872;  P32745;  P30874;  P30937;  P30938;  O08858;  P30936;  P30875;  P30935;  P28646;  P30680","HMDB"
